က/v|ခြင်း/part	ကခြင်း
ဆော့ဖ်ဝဲ/n|ဖန်တီးသူ/n	ဆော့ဖ်ဝဲဖန်တီးသူ
ဆော့ဝဲ/n|လိုင်စင်/n	ဆော့ဝဲလိုင်စင်
ဆော်ဒီအာရေဗျ/n|နိုင်ငံ/n	ဆော်ဒီအာရေဗျနိုင်ငံ
ဆော်ဩ/v|ချက်/part	ဆော်ဩချက်
ဆေး/n|ကောလိပ်/n	ဆေးကောလိပ်
ဆေး/n|ကျောင်း/n	ဆေးကျောင်း
ဆေး/n|တက္ကသိုလ်/n	ဆေးတက္ကသိုလ်
ဆေး/n|တက္ကသိုလ်/n|မန္တလေး/n	ဆေးတက္ကသိုလ်မန္တလေး
ဆေး/n|တက္ကသိုလ်/n|၁/num	ဆေးတက္ကသိုလ်၁
ဆေး/n|တပ်ဖွဲ့/n	ဆေးတပ်ဖွဲ့
ဆေး/n|ပညာ/n	ဆေးပညာ
ဆေး/n|ပညာ/n|ဆိုင်ရာ/n|ဒီပလိုမာ/n	ဆေးပညာဆိုင်ရာဒီပလိုမာ
ဆေး/n|ပညာ/n|ဌာန/n	ဆေးပညာဌာန
ဆေး/n|ပညာ/n|ဌာန/n|ခွဲ/n	ဆေးပညာဌာနခွဲ
ဆေး/n|ပညာ/n|ဘွဲ့/n	ဆေးပညာဘွဲ့
ဆေး/n|ပညာရပ်/n	ဆေးပညာရပ်
ဆေး/n|ပညာသင်ကျောင်း/n	ဆေးပညာသင်ကျောင်း
ဆေး/n|မဟာ/n|ဌာန/n	ဆေးမဟာဌာန
ဆေး/n|သိပ္ပံ/n|ဘွဲ့ရ/n	ဆေးသိပ္ပံဘွဲ့ရ
ဆေး/n|အတတ်သင်/n|ကောလိပ်/n	ဆေးအတတ်သင်ကောလိပ်
ဆေး/n|အတတ်သင်/n|မဟာ/adj|ဌာန/n	ဆေးအတတ်သင်မဟာဌာန
ဆေးကု/v|ထုံးတမ်း/n	ဆေးကုထုံးတမ်း
ဆေးကုသ/v|မှု/part	ဆေးကုသမှု
ဆေးညွှန်း/n|စာရွက်/n	ဆေးညွှန်းစာရွက်
ဆေးထုတ်/v|လိုက်/part|ခြင်း/part	ဆေးထုတ်လိုက်ခြင်း
ဆေးရုံ/n|ကြီး/part	ဆေးရုံကြီး
ဆေးလိပ်/n|လုပ်ငန်း/n	ဆေးလိပ်လုပ်ငန်း
ဆေးဝါး/n|ကုမ္ပဏီ/n	ဆေးဝါးကုမ္ပဏီ
ဆေးဝါး/n|ကုသ/v|ရေး/part	ဆေးဝါးကုသရေး
ဆေးဝါး/n|ကုသ/v|ရေး/part|ဆိုင်ရာ/n	ဆေးဝါးကုသရေးဆိုင်ရာ
ဆေးဝါး/n|ဆိုင်ရာ/n|အဖွဲ့အစည်း/n	ဆေးဝါးဆိုင်ရာအဖွဲ့အစည်း
ဆေးဝါး/n|ပစ္စည်း/n	ဆေးဝါးပစ္စည်း
ဆဲလ်/n|နံရံ/n	ဆဲလ်နံရံ
ဆဲလ်/n|မျိုးကွဲ/n	ဆဲလ်မျိုးကွဲ
ဆဲလ်/n|အသစ်/n	ဆဲလ်အသစ်
ဆံပင်/n|သဏ္ဌာန်/n	ဆံပင်သဏ္ဌာန်
ဆံပင်/n|အခြောက်ခံ/v|စက်/n	ဆံပင်အခြောက်ခံစက်
ဆွစ္စ်အဲလ်ပါ့စ်/n|တောင်ထိပ်/n	ဆွစ္စ်အဲလ်ပါ့စ်တောင်ထိပ်
ဆွစ်ဇာလန်/n|နိုင်ငံ/n	ဆွစ်ဇာလန်နိုင်ငံ
ဆွစ်ဇာလန်/n|ပြည်/n	ဆွစ်ဇာလန်ပြည်
ဆွိ/n|လူမျိုး/n	ဆွိလူမျိုး
ဆွီဒင်/n|နိုင်ငံ/n	ဆွီဒင်နိုင်ငံ
ဆွီဒင်/n|အမျိုးသား/n	ဆွီဒင်အမျိုးသား
ဆွေမျိုး/n|မိတ်သင်္ဂဟ/n	ဆွေမျိုးမိတ်သင်္ဂဟ
ဆွေးနွေး/v|ကြ/part|ခြင်း/part	ဆွေးနွေးကြခြင်း
ဆွေးနွေး/v|ချက်/part	ဆွေးနွေးချက်
ဆွေးနွေး/v|စေ့စပ်/v|ရေး/part	ဆွေးနွေးစေ့စပ်ရေး
ဆွေးနွေး/v|မှု/part	ဆွေးနွေးမှု
ဆွေးနွေးခန်း/n|ဆောင်းပါး/n	ဆွေးနွေးခန်းဆောင်းပါး
ဆွဲ/v|ခြင်း/part	ဆွဲခြင်း
ဆွဲ/v|ရာ/part	ဆွဲရာ
ဆွဲငင်/v|မှု/part	ဆွဲငင်မှု
ဆွဲဆို/v|ပြစ်ပေး/v|ခြင်း/part	ဆွဲဆိုပြစ်ပေးခြင်း
ဆွဲဆောင်/v|နိုင်/part|မှု/part	ဆွဲဆောင်နိုင်မှု
ဆွဲဆောင်/v|မှု/part	ဆွဲဆောင်မှု
ဆွဲယူ/v|ထုတ်ဖော်/v|ခဲ့/part|ခြင်း/part	ဆွဲယူထုတ်ဖော်ခဲ့ခြင်း
ဇင်းမယ်သား/n|ဆင်ဝန်/n|ဦးအောင်လှ/n	ဇင်းမယ်သားဆင်ဝန်ဦးအောင်လှ
ဇန္နဝါရီ/n|လ/n	ဇန္နဝါရီလ
ဇန်နဝါရီ/n|လ/n	ဇန်နဝါရီလ
ဇယဝရမန်/n|မင်းဆက်/n	ဇယဝရမန်မင်းဆက်
ဇရပ်/n|ရှင်/n	ဇရပ်ရှင်
ဇလဇ/n|နဂါး/n|မျိုး/n	ဇလဇနဂါးမျိုး
ဇလပ်/n|ပင်/n	ဇလပ်ပင်
ဇလာဗုဇ/n|နဂါး/n|မျိုး/n	ဇလာဗုဇနဂါးမျိုး
ဇာတာတော်ပုံ/n|ရာဇဝင်/n	ဇာတာတော်ပုံရာဇဝင်
ဇာတိ/n|အရပ်/n	ဇာတိအရပ်
ဇာတိချက်ကြွေ/n|နေရာ/n	ဇာတိချက်ကြွေနေရာ
ဇာတ်/n|စနစ်/n	ဇာတ်စနစ်
ဇာတ်/n|သဘော/n	ဇာတ်သဘော
ဇိနမာရ်အောင်/n|စေတီတော်/n	ဇိနမာရ်အောင်စေတီတော်
ဇီဝ/n|စက်/n	ဇီဝစက်
ဇီဝ/n|ဓာတုဗေဒ/n	ဇီဝဓာတုဗေဒ
ဇီဝ/n|ပညာရှင်/n	ဇီဝပညာရှင်
ဇီဝ/n|မော်လီကျူး/n	ဇီဝမော်လီကျူး
ဇီဝ/n|ရုပ်/n	ဇီဝရုပ်
ဇီဝ/n|ရူပဗေဒ/n	ဇီဝရူပဗေဒ
ဇီဝ/n|လောင်စာ/n	ဇီဝလောင်စာ
ဇီဝ/n|အသက်/n	ဇီဝအသက်
ဇီဝကမ္မ/n|ဖြစ်စဉ်/n	ဇီဝကမ္မဖြစ်စဉ်
ဇီဝကမ္မဗေဒ/n|ဘွဲ့လွန်/n	ဇီဝကမ္မဗေဒဘွဲ့လွန်
ဇီဝဗေဒ/n|ပညာ/n	ဇီဝဗေဒပညာ
ဇီဝဗေဒ/n|ပညာရပ်/n	ဇီဝဗေဒပညာရပ်
ဇီဝဗေဒ/n|ပညာရှင်/n	ဇီဝဗေဒပညာရှင်
ဇီဝဗေဒ/n|ဘာသာရပ်/n	ဇီဝဗေဒဘာသာရပ်
ဇီးကွက်/n|ကြီး/part	ဇီးကွက်ကြီး
ဇီးကွက်/n|မျိုး/n	ဇီးကွက်မျိုး
ဇီးကွက်/n|ဥ/n	ဇီးကွက်ဥ
ဇီးဖြူ/n|တောင်တန်း/n	ဇီးဖြူတောင်တန်း
ဇုစ်/n|နတ်မင်းကြီး/n	ဇုစ်နတ်မင်းကြီး
ဇူလိုင်/n|လ/n	ဇူလိုင်လ
ဇေယျမေဒနီ/n|စာသင်တိုက်/n	ဇေယျမေဒနီစာသင်တိုက်
ဇောင်းပေး/v|မှု/part	ဇောင်းပေးမှု
ဇော်ဂျီ/n|ကီးဘုတ်/n|ဖိုင်/n	ဇော်ဂျီကီးဘုတ်ဖိုင်
ဇော်ဂျီ/n|စနစ်/n	ဇော်ဂျီစနစ်
ဇော်ဂျီ/n|စာလုံး/n|ပုံစံ/n	ဇော်ဂျီစာလုံးပုံစံ
ဇော်ဂျီ/n|ဖောင့်/n	ဇော်ဂျီဖောင့်
ဇော်ဂျီ/n|မြန်မာ/n|ဖေါင့်/n	ဇော်ဂျီမြန်မာဖေါင့်
ဇော်ဂျီ/n|မြန်မာ/n|ဖောင့်/n	ဇော်ဂျီမြန်မာဖောင့်
ဇော်ဂျီ/n|အဖွဲ့/n	ဇော်ဂျီအဖွဲ့
ဇွန်/n|လ/n	ဇွန်လ
ဇွန်/n|လ/n|ဆန်း/n	ဇွန်လဆန်း
ဇွန်/n|လ/n|လယ်/n	ဇွန်လလယ်
ဇွန်/n|လကုန်/n	ဇွန်လကုန်
ဇွဲ/n|မ/part|ရှိ/v|ခြင်း/part	ဇွဲမရှိခြင်း
ဇွဲ/n|လုံ့လ/n	ဇွဲလုံ့လ
ဇွဲ/n|လုံ့လ/n|ကြီး/adj|ခြင်း/part	ဇွဲလုံ့လကြီးခြင်း
ဈာပန/n|အခမ်းအနား/n	ဈာပနအခမ်းအနား
ဈေး/n|ကုန်တိုက်/n	ဈေးကုန်တိုက်
ဈေး/n|ကြီး/part	ဈေးကြီး
ဈေး/n|စီမံကိန်း/n	ဈေးစီမံကိန်း
ဈေး/n|နေ့/n	ဈေးနေ့
ဈေး/n|အဖွဲ့/n|ကြီး/part	ဈေးအဖွဲ့ကြီး
ဈေးကွက်/n|စီးပွား/n|ရေး/part|စနစ်/n	ဈေးကွက်စီးပွားရေးစနစ်
ဈေးကွက်/n|မူဝါဒ/n	ဈေးကွက်မူဝါဒ
ဈေးကွက်/n|ယှဉ်ပြိုင်/v|မှု/part	ဈေးကွက်ယှဉ်ပြိုင်မှု
ဈေးချိုတော်/n|တွင်း/n	ဈေးချိုတော်တွင်း
ဈေးနှုန်း/n|စနစ်/n	ဈေးနှုန်းစနစ်
ဉာဏ်/n|တော်/part	ဉာဏ်တော်
ည/n|ပြဇာတ်/n	ညပြဇာတ်
ည/n|ဘက်/n	ညဘက်
ည/n|ရှုခင်း/n	ညရှုခင်း
ညစာ/n|စားပွဲ/n	ညစာစားပွဲ
ညစ်ညမ်း/v|မှု/part	ညစ်ညမ်းမှု
ညဉ့်/n|အချိန်/n	ညဉ့်အချိန်
ညည်းခံ/v|ခြင်း/part	ညည်းခံခြင်း
ညနေ/n|ကြယ်/n	ညနေကြယ်
ညနေ/n|ပိုင်း/part	ညနေပိုင်း
ညာ/n|ဘက်/n	ညာဘက်
ညီညာ/v|နေ/part|ခြင်း/part	ညီညာနေခြင်း
ညီညွတ်/v|မှု/part	ညီညွတ်မှု
ညီညွတ်/v|ရေး/part	ညီညွတ်ရေး
ညီမျှ/v|ခြင်း/part	ညီမျှခြင်း
ညီရင်းအကို/n|မောင်ရင်းနှမ/n	ညီရင်းအကိုမောင်ရင်းနှမ
ညီလာခံ/n|ကိုယ်စားလှယ်/n	ညီလာခံကိုယ်စားလှယ်
ညီလာခံ/n|ခေါ်/v|ရေး/part	ညီလာခံခေါ်ရေး
ညီလာခံ/n|အစည်းအဝေး/n|ကြီး/part	ညီလာခံအစည်းအဝေးကြီး
ညောင်တုန်း/n|ကျောင်းတိုက်/n	ညောင်တုန်းကျောင်းတိုက်
ညောင်ပင်ဆိပ်/n|ရွာ/n	ညောင်ပင်ဆိပ်ရွာ
ညောင်ရမ်း/n|ခေတ်/n	ညောင်ရမ်းခေတ်
ညောင်ရမ်း/n|မင်းဆက်/n	ညောင်ရမ်းမင်းဆက်
ညောင်ရေသွန်း/v|ခြင်း/part	ညောင်ရေသွန်းခြင်း
ညောင်ရွှေ/n|မြို့/n	ညောင်ရွှေမြို့
ညံ့ဖျင်း/adj|ခြင်း/part	ညံ့ဖျင်းခြင်း
ညံ့ဖျင်း/adj|မှု/part	ညံ့ဖျင်းမှု
ညွန့်ပေါင်း/n|အဖွဲ့/n	ညွန့်ပေါင်းအဖွဲ့
ညွှန်ကြား/v|ခဲ့/part|ခြင်း/part	ညွှန်ကြားခဲ့ခြင်း
ညွှန်ကြား/v|ချက်/part	ညွှန်ကြားချက်
ညွှန်ကြား/v|ပေး/part|ခြင်း/part	ညွှန်ကြားပေးခြင်း
ညွှန်ကြား/v|မှု/part|ဦးစီးဌာန/n|ရုံး/n	ညွှန်ကြားမှုဦးစီးဌာနရုံး
ညွှန်ကြားရေးမှူးချုပ်/n|ဦးစံလွင်/n	ညွှန်ကြားရေးမှူးချုပ်ဦးစံလွင်
ညွှန်ပြ/v|ရာ/part	ညွှန်ပြရာ
ညွှန်း/v|ခြင်း/part	ညွှန်းခြင်း
ညွှန်းဆို/v|ခြင်း/part	ညွှန်းဆိုခြင်း
ညှဉ်းပန်းနှိပ်စက်/v|ခံ/v|နေ/part|ရ/part|ခြင်း/part	ညှဉ်းပန်းနှိပ်စက်ခံနေရခြင်း
ညှဉ်းပန်းနှိပ်စက်/v|ခြင်း/part	ညှဉ်းပန်းနှိပ်စက်ခြင်း
ညှာတာ/v|ထောက်ထား/v|မှု/part	ညှာတာထောက်ထားမှု
ညှိနှိုင်း/v|မှု/part	ညှိနှိုင်းမှု
ညှိနှိုင်း/v|ရေး/part	ညှိနှိုင်းရေး
ညှို့ငင်/v|ဖမ်းစား/v|မှု/part	ညှို့ငင်ဖမ်းစားမှု
ဌာန/n|ကြီး/part	ဌာနကြီး
ဌာန/n|ခွဲ/n	ဌာနခွဲ
ဌာန/n|ဆိုင်ရာ/n	ဌာနဆိုင်ရာ
ဌာနချုပ်/n|ရုံး/n	ဌာနချုပ်ရုံး
ဌာနဆိုင်ရာ/n|ရုံး/n	ဌာနဆိုင်ရာရုံး
