ဆရာကြီး/n|ဦးစိန်/n	ဆရာကြီးဦးစိန်
မြန်မာ/n|နိုင်ငံ/n	မြန်မာနိုင်ငံ
ကမ္ဘာ့/n|ကုလသမဂ္ဂ/n	ကမ္ဘာ့ကုလသမဂ္ဂ
ဝပ်ကင်းပီးပယ်လ်ဒေးလီး/n|သတင်းစာ/n	ဝပ်ကင်းပီးပယ်လ်ဒေးလီးသတင်းစာ
ရန်ကုန်/n|လေဆိပ်/n	ရန်ကုန်လေဆိပ်
အိုင်းယန်း/n|အက်တမ်/n	အိုင်းယန်းအက်တမ်
အောက်ဆီဂျင်/n|အက်တမ်/n	အောက်ဆီဂျင်အက်တမ်
မြန်မာ/n|နာရီ/n	မြန်မာနာရီ
တံစိုး/n|လက်ဆောင်/n	တံစိုးလက်ဆောင်
ရည်ရွယ်/v|ချက်/part	ရည်ရွယ်ချက်
သတင်း/n|အချက်အလက်/n	သတင်းအချက်အလက်
အလဲအလှယ်လုပ်/v|ခြင်း/part	အလဲအလှယ်လုပ်ခြင်း
ဆောင်ရွက်/v|ခြင်း/part	ဆောင်ရွက်ခြင်း
ကယ်ဆယ်/v|ရေး/part	ကယ်ဆယ်ရေး
မြန်မာ/n|နိုင်ငံ/n	မြန်မာနိုင်ငံ
ကယ်ဆယ်/v|ရေး/part|ဆိုင်ရာ/n	ကယ်ဆယ်ရေးဆိုင်ရာ
ကြိုးပမ်း/v|အားထုတ်/v|မှု/part	ကြိုးပမ်းအားထုတ်မှု
တန်းမြင့်/n|ကျောင်းထွက်/n|စာမေးပွဲ/n	တန်းမြင့်ကျောင်းထွက်စာမေးပွဲ
ပြင်သစ်/n|ရေနံ/n|ကုမ္ပဏီ/n	ပြင်သစ်ရေနံကုမ္ပဏီ
အမေရိကန်/n|ရေနံ/n|ကုမ္ပဏီ/n	အမေရိကန်ရေနံကုမ္ပဏီ
ရတနာ/n|သဘာဝဓာတ်ငွေ့/n|ပိုက်လိုင်း/n	ရတနာသဘာဝဓာတ်ငွေ့ပိုက်လိုင်း
မြန်မာ/n|နိုင်ငံ/n	မြန်မာနိုင်ငံ
ထိုင်း/n|နိုင်ငံ/n	ထိုင်းနိုင်ငံ
ဂျာမန်/n|လူမျိုး/n	ဂျာမန်လူမျိုး
အိုင်းရစ်ချ်/n|လူမျိုး/n	အိုင်းရစ်ချ်လူမျိုး
ဆွဲ/v|ရာ/part	ဆွဲရာ
မြင်း/n|ကြီး/part	မြင်းကြီး
ခြေတံ/n|လက်တံ/n	ခြေတံလက်တံ
ခြေတံ/n|လက်တံ/n	ခြေတံလက်တံ
ကိုယ်လုံး/n|ကိုယ်ဖန်/n	ကိုယ်လုံးကိုယ်ဖန်
မစ္စတာ/n|အဲဗင်/n	မစ္စတာအဲဗင်
ယားယံ/v|ခြင်း/part	ယားယံခြင်း
ဗိုလ်ချုပ်/n|အောင်ဆန်း/n	ဗိုလ်ချုပ်အောင်ဆန်း
မ/part|ကျေနပ်/v|ချက်/part	မကျေနပ်ချက်
ဂျပန်/n|တော်လှန်/v|ရေး/part	ဂျပန်တော်လှန်ရေး
ရွေ့လျား/v|ပုံ/n	ရွေ့လျားပုံ
သွားလာ/v|ရေး/part	သွားလာရေး
အာခေါင်/n|တွင်း/n	အာခေါင်တွင်း
နက်ပကျွန်း/n|ဂြိုဟ်/n	နက်ပကျွန်းဂြိုဟ်
အာကာသ/n|ပညာရှင်/n	အာကာသပညာရှင်
ရှာဖွေ/v|တွေ့/v|ရှိ/part|ခဲ့/part|ခြင်း/part	ရှာဖွေတွေ့ရှိခဲ့ခြင်း
ရှာဖွေ/v|တွေ့/v|ရှိ/part|မှု/part	ရှာဖွေတွေ့ရှိမှု
ဂေဟ/n|စနစ်/n	ဂေဟစနစ်
အိန္ဒိယ/n|ဝန်ကြီးချုပ်/n	အိန္ဒိယဝန်ကြီးချုပ်
အမေရိကန်/n|သမ္မတ/n	အမေရိကန်သမ္မတ
မတ်/n|လ/n	မတ်လ
ဗိုလ်ချုပ်ကြီး/n|စိုးဝင်း/n	ဗိုလ်ချုပ်ကြီးစိုးဝင်း
အနောက်မြောက်/n|ပိုင်း/part	အနောက်မြောက်ပိုင်း
အလယ်/n|အလတ်/n	အလယ်အလတ်
ရန်ကုန်/n|မြို့/n	ရန်ကုန်မြို့
မြောက်/n|ပိုင်း/part	မြောက်ပိုင်း
အရှေ့မြောက်/n|ဘက်/n	အရှေ့မြောက်ဘက်
ဘယ်/n|ဘက်/n	ဘယ်ဘက်
ဖုန်း/n|နံပါတ်/n	ဖုန်းနံပါတ်
အနိမ့်/n|သံ/n	အနိမ့်သံ
အာ/n|သံ/n	အာသံ
စာပေ/n|ဗိမာန်/n|ဆု/n	စာပေဗိမာန်ဆု
ဘာသာပြန်/n|ဆု/n	ဘာသာပြန်ဆု
ဘာသာပြန်/n|ဆု/n	ဘာသာပြန်ဆု
သုတ/n|ပဒေသာ/n|ဆု/n	သုတပဒေသာဆု
ကွဲပြား/v|မှု/part	ကွဲပြားမှု
ဘာသာပြန်/v|သူ/n	ဘာသာပြန်သူ
အားနည်း/adj|မှု/part	အားနည်းမှု
ရေထုတ်/v|ဓာတ်ပြု/v|ခြင်း/part	ရေထုတ်ဓာတ်ပြုခြင်း
နိုင်ငံ/n|ရေး/part	နိုင်ငံရေး
မြန်မာ/n|ပြည်သူပြည်သား/n	မြန်မာပြည်သူပြည်သား
လိုလား/v|ချက်/part	လိုလားချက်
ဒက္ခိဏ/n|ကုန်းပြင်မြင့်/n	ဒက္ခိဏကုန်းပြင်မြင့်
အလယ်/n|ပိုင်း/part	အလယ်ပိုင်း
အရှေ့မြောက်/n|ဘက်/n	အရှေ့မြောက်ဘက်
ကျောက်မီးသွေး/n|တွင်း/n	ကျောက်မီးသွေးတွင်း
မြန်မာ့/n|သမိုင်း/n	မြန်မာ့သမိုင်း
မေ/n|လ/n	မေလ
ကံကော်ဝတ်ရည်/n|စာပေ/n	ကံကော်ဝတ်ရည်စာပေ
ဇန်နဝါရီ/n|လ/n	ဇန်နဝါရီလ
ဂျပန်/n|ဝန်ကြီးချုပ်/n|တိုဂျို/n	ဂျပန်ဝန်ကြီးချုပ်တိုဂျို
မြန်မာ/n|နိုင်ငံ/n	မြန်မာနိုင်ငံ
လွတ်လပ်/v|ရေး/part	လွတ်လပ်ရေး
ဝယ်ယူ/v|ရ/part|ခြင်း/part	ဝယ်ယူရခြင်း
ကချင်/n|ပြည်နယ်/n	ကချင်ပြည်နယ်
ကိုးကွယ်/v|သူ/n	ကိုးကွယ်သူ
ခရစ်ယာန်/n|ဘာသာ/n	ခရစ်ယာန်ဘာသာ
ကိုးကွယ်/v|သူ/n	ကိုးကွယ်သူ
ကိရိယာ/n|တန်ဆာပလာ/n	ကိရိယာတန်ဆာပလာ
ကောသလ/n|မင်းကြီး/n	ကောသလမင်းကြီး
ဟံသာဝတီဆင်ဖြူများရှင်/n|မင်းတရား/n	ဟံသာဝတီဆင်ဖြူများရှင်မင်းတရား
အယုဒ္ဓယ/n|မြို့/n	အယုဒ္ဓယမြို့
မန္တလေး/n|မြို့/n	မန္တလေးမြို့
သီးနှံ/n|ဟင်းသီးဟင်းရွက်/n	သီးနှံဟင်းသီးဟင်းရွက်
ဗဟို/n|ဈေး/n	ဗဟိုဈေး
လူ့/n|အခွင့်အရေး/n	လူ့အခွင့်အရေး
ဆိုလို/v|ခြင်း/part	ဆိုလိုခြင်း
မြန်မာ့/n|မြေ/n	မြန်မာ့မြေ
ခုခံ/v|သူ/n	ခုခံသူ
သံလွင်/n|မြစ်/n	သံလွင်မြစ်
ရှမ်း/n|ပြည်နယ်/n	ရှမ်းပြည်နယ်
မြန်မာ/n|ဒေသ/n	မြန်မာဒေသ
တောင်/n|ပေါ်/n|ဒေသ/n	တောင်ပေါ်ဒေသ
ဥရောပ/n|နိုင်ငံသား/n	ဥရောပနိုင်ငံသား
အိန္ဒိယ/n|တိုင်းရင်းသား/n	အိန္ဒိယတိုင်းရင်းသား
ကမ္ဘာ့/n|ငွေ/n|လဲနှုန်း/n	ကမ္ဘာ့ငွေလဲနှုန်း
ကွာဟ/v|ချက်/part	ကွာဟချက်
ဧရာဝတီ/n|မြစ်ရိုး/n	ဧရာဝတီမြစ်ရိုး
လူသား/n|ချင်း/part|စာနာ/v|ထောက်ထား/v	လူသားချင်းစာနာထောက်ထား
ကူညီ/v|ကယ်ဆယ်/v|မှု/part	ကူညီကယ်ဆယ်မှု
သန့်စင်/adj|ခြင်း/part	သန့်စင်ခြင်း
ထုတ်ပိုး/v|ခြင်း/part	ထုတ်ပိုးခြင်း
စီးပွား/n|ရေး/part|စနစ်/n	စီးပွားရေးစနစ်
ကြည့်ရှု/v|ပုံ/part	ကြည့်ရှုပုံ
ဟန်/n|တရုတ်/n	ဟန်တရုတ်
အရှေ့/n|အာရှ/n|သား/n	အရှေ့အာရှသား
သီရိလင်္ကာ/n|နိုင်ငံ/n	သီရိလင်္ကာနိုင်ငံ
အိန္ဒိယ/n|ငြိမ်းချမ်း/adj|ရေး/part|ထိန်းသိမ်း/v|ရေး/part|တပ်/n	အိန္ဒိယငြိမ်းချမ်းရေးထိန်းသိမ်းရေးတပ်
ဝင်ရောက်/v|ခြင်း/part	ဝင်ရောက်ခြင်း
မော်လဒိုက်/n|နိုင်ငံ/n	မော်လဒိုက်နိုင်ငံ
ဝင်ရောက်/v|ခြင်း/part	ဝင်ရောက်ခြင်း
အထက်/n|လွှတ်တော်/n	အထက်လွှတ်တော်
လူမျိုးစု/n|လွှတ်တော်/n	လူမျိုးစုလွှတ်တော်
ပါလီမန်/n|စနစ်/n	ပါလီမန်စနစ်
မြောက်/n|ဘက်/n	မြောက်ဘက်
မန္တလေး/n|တောင်/n	မန္တလေးတောင်
မန္တလေး/n|မြို့/n	မန္တလေးမြို့
သဘာဝ/n|ရှုမျှော်ခင်း/n	သဘာဝရှုမျှော်ခင်း
လော့စ်အိန်ဂျယ်လီးစ်/n|တိရစ္ဆာန်ဥယျာဉ်/n	လော့စ်အိန်ဂျယ်လီးစ်တိရစ္ဆာန်ဥယျာဉ်
ရန်ကုန်/n|အထွေထွေရောဂါကုဆေးရုံ/n	ရန်ကုန်အထွေထွေရောဂါကုဆေးရုံ
ရန်ကုန်/n|တက္ကသိုလ်/n	ရန်ကုန်တက္ကသိုလ်
ထိုင်း/n|လူမျိုး/n	ထိုင်းလူမျိုး
တရုတ်/n|လူမျိုး/n	တရုတ်လူမျိုး
မလေး/n|လူမျိုး/n	မလေးလူမျိုး
အောက်ဆီဂျင်/n|အက်တမ်/n	အောက်ဆီဂျင်အက်တမ်
ဟီလီယမ်/n|အက်တမ်/n	ဟီလီယမ်အက်တမ်
ညှဉ်းပန်းနှိပ်စက်/v|ခြင်း/part	ညှဉ်းပန်းနှိပ်စက်ခြင်း
ဆက်ဆံ/v|မှု/part	ဆက်ဆံမှု
အပြစ်ဒဏ်/n|ပေး/v|ခြင်း/part	အပြစ်ဒဏ်ပေးခြင်း
အသုံးပြု/v|ခြင်း/part	အသုံးပြုခြင်း
မော်လမြိုင်/n|မြို့/n	မော်လမြိုင်မြို့
အာကာသ/n|ရူပဗေဒ/n|ပညာရှင်/n	အာကာသရူပဗေဒပညာရှင်
သိပ္ပံ/n|ပညာရှင်/n	သိပ္ပံပညာရှင်
ဂျပန်/n|ဘာသာစကား/n	ဂျပန်ဘာသာစကား
အရှေ့/n|အာရှ/n	အရှေ့အာရှ
ကျွန်း/n|နိုင်ငံ/n	ကျွန်းနိုင်ငံ
ဂျပန်/n|နိုင်ငံ/n	ဂျပန်နိုင်ငံ
ရန်ကုန်/n|တက္ကသိုလ်/n	ရန်ကုန်တက္ကသိုလ်
အင်္ဂလန်/n|နိုင်ငံ/n	အင်္ဂလန်နိုင်ငံ
ကိန်းဘရစ်ချ်/n|တက္ကသိုလ်/n	ကိန်းဘရစ်ချ်တက္ကသိုလ်
ဖွဲ့စည်း/v|တည်ဆောက်/v|ခဲ့/part|ခြင်း/part	ဖွဲ့စည်းတည်ဆောက်ခဲ့ခြင်း
တော်စပ်/v|သူ/n	တော်စပ်သူ
ရဝမ်/n|လူမျိုး/n	ရဝမ်လူမျိုး
နုံ/n|လူမျိုး/n	နုံလူမျိုး
ခွင့်ပြု/v|ချက်/part	ခွင့်ပြုချက်
ခေါင်းဆောင်/n|ကြီး/part	ခေါင်းဆောင်ကြီး
ကမ်းရိုးတန်း/n|ဒေသ/n	ကမ်းရိုးတန်းဒေသ
မေ/n|လ/n	မေလ
ဆန္ဒပြ/v|သူ/n	ဆန္ဒပြသူ
ဖိလစ်ပိုင်/n|နိုင်ငံ/n	ဖိလစ်ပိုင်နိုင်ငံ
မြန်မာ/n|သံရုံး/n	မြန်မာသံရုံး
စစ်/n|အစိုးရ/n	စစ်အစိုးရ
မဲပေး/v|ခြင်း/part	မဲပေးခြင်း
ကယ်ဆယ်/v|ရေး/part|အကူအညီ/n	ကယ်ဆယ်ရေးအကူအညီ
ဒါရိုက်တာ/n|မောင်သူရ/n	ဒါရိုက်တာမောင်သူရ
